schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,lninc50avgall,baplusavgall,unempavgall,snapavgall,locale,frpl
Riddle High School,411053000325,4110530,Riddle SD 70,High,17546.4202733168,158.667742394175,-0.42884174,10.711822,0.084232032,0.075858675,0.18003939,Town,0.67
Riverdale Grade School,411056001039,4110560,Riverdale SD 51J,Middle,17206.2667910536,398.030120481917,1.7129294,11.648046,0.6711095,0.066337921,0.053224754,Suburb,0.00059378359
Riverdale High School,411056000892,4110560,Riverdale SD 51J,High,14665.8941682451,225.347701149298,1.7129294,11.648046,0.6711095,0.066337921,0.053224754,Suburb,0.00059378359
Rivers Edge Academy Charter School,411068001811,4110680,Rogue River SD 35,High,5464.08366971773,182.826574212235,-0.10010339,10.730487,0.18369611,0.081907399,0.14625522,Suburb,0.54
Rogue River Elementary School,411068000419,4110680,Rogue River SD 35,Elementary,12134.3406187051,461.538683373717,-0.10010339,10.730487,0.18369611,0.081907399,0.14625522,Suburb,0.73
Rogue River Junior/Senior High,411068000421,4110680,Rogue River SD 35,High,14899.0004125503,348.862258111653,-0.10010339,10.730487,0.18369611,0.081907399,0.14625522,Suburb,0.66
South Valley Academy,411068001863,4110680,Rogue River SD 35,High,15353.4954125132,31.3698861032868,-0.10010339,10.730487,0.18369611,0.081907399,0.14625522,Suburb,0.7
Auburn Elementary School,411082000774,4110820,Salem-Keizer SD 24J,Elementary,12657.4462904837,679.714053374658,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.985756084420718
Battle Creek Elementary School,411082001819,4110820,Salem-Keizer SD 24J,Elementary,12719.3350869689,634.526929057924,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.42
Brush College Elementary School,411082000777,4110820,Salem-Keizer SD 24J,Elementary,16297.6675843362,280.997301644873,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.37
Bush Elementary School,411082000778,4110820,Salem-Keizer SD 24J,Elementary,16005.4268992863,310.980779182327,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.958509906488471
Candalaria Elementary School,411082000779,4110820,Salem-Keizer SD 24J,Elementary,13443.1985770564,335.844976713212,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.27
Cesar E Chavez Elementary,411082001826,4110820,Salem-Keizer SD 24J,Elementary,12565.129361075,581.441265616835,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.005404706
Chapman Hill Elementary School,411082001342,4110820,Salem-Keizer SD 24J,Elementary,14463.2399926291,388.533396170584,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.41
Claggett Creek Middle School,411082001440,4110820,Salem-Keizer SD 24J,Middle,12405.4852308209,981.207043533176,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.941468102675863
Clear Lake Elementary School,411082000780,4110820,Salem-Keizer SD 24J,Elementary,13007.66310187,401.976859614075,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.38
Crossler Middle School,411082000659,4110820,Salem-Keizer SD 24J,Middle,12446.474679928,851.962012780804,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.38
Cummings Elementary School,411082000781,4110820,Salem-Keizer SD 24J,Elementary,13804.8273856408,416.772529015996,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.59
Early College High School,411082001717,4110820,Salem-Keizer SD 24J,High,25156.4864437809,195.833946054675,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.69
Englewood Elementary School,411082000782,4110820,Salem-Keizer SD 24J,Elementary,14860.4494140238,351.879460275753,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.982339471462183
Eyre Elementary School,411082000797,4110820,Salem-Keizer SD 24J,Elementary,13767.7532414148,541.324685140539,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.953378359884955
Forest Ridge Elementary School,411082004194,4110820,Salem-Keizer SD 24J,Elementary,16611.3636146077,238.587544591251,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.39
Four Corners Elementary School,411082000784,4110820,Salem-Keizer SD 24J,Elementary,15315.5462423422,489.503793471162,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.979644457553513
Grant Community School,411082000786,4110820,Salem-Keizer SD 24J,Elementary,14115.8150140493,408.974859127949,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.962527690287679
Gubser Elementary School,411082000791,4110820,Salem-Keizer SD 24J,Elementary,13108.5806804461,553.585588399854,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.49
Hallman Elementary School,411082001444,4110820,Salem-Keizer SD 24J,Elementary,13575.7968456749,411.60952169729,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.995391481542028
Hammond Elementary School,411082001443,4110820,Salem-Keizer SD 24J,Elementary,13133.1277804679,486.878391365369,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.983899514367804
Harritt Elementary School,411082001600,4110820,Salem-Keizer SD 24J,Elementary,13022.5387273581,509.313845684172,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.63
Hayesville Elementary School,411082000801,4110820,Salem-Keizer SD 24J,Elementary,13998.3691551391,439.978308525688,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.966069196523167
Highland Elementary School,411082000789,4110820,Salem-Keizer SD 24J,Elementary,15348.8989523466,375.486111086818,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.98624319632072
Hoover Elementary School,411082000790,4110820,Salem-Keizer SD 24J,Elementary,13729.1171377087,428.268389147566,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.94976268414408
Houck Middle School,411082000664,4110820,Salem-Keizer SD 24J,Middle,12568.9033024996,1023.88169202574,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.973131865514442
Howard Street Charter,411082001048,4110820,Salem-Keizer SD 24J,Middle,8191.44180345933,174.138174674223,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.15
Jane Goodall Environmental Middle Charter School,411082001536,4110820,Salem-Keizer SD 24J,Middle,12386.8089681139,97.334566074944,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.19
Judson Middle School,411082000811,4110820,Salem-Keizer SD 24J,Middle,11927.7441505573,984.034599289991,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.45
Kalapuya Elementary School,411082001809,4110820,Salem-Keizer SD 24J,Elementary,13316.4155426302,571.825209868808,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.32
Keizer Elementary School,411082000793,4110820,Salem-Keizer SD 24J,Elementary,12864.8635453939,716.695651659556,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.956904919790104
Kennedy Elementary School,411082000792,4110820,Salem-Keizer SD 24J,Elementary,15418.6592498733,410.32897322968,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.984844479849562
Lamb Elementary School,411082001442,4110820,Salem-Keizer SD 24J,Elementary,14711.3027703752,465.195280845444,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.981781984795816
Lee Elementary School,411082004192,4110820,Salem-Keizer SD 24J,Elementary,17404.9035218536,295.621756486996,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.58
Leslie Middle School,411082000812,4110820,Salem-Keizer SD 24J,Middle,13115.4887340884,763.526312527268,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.6
Liberty Elementary School,411082000795,4110820,Salem-Keizer SD 24J,Elementary,14380.3753813682,373.978497016057,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.56
McKay High School,411082001296,4110820,Salem-Keizer SD 24J,High,12761.3447595192,2311.16046170082,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.994616788472049
McKinley Elementary School,411082000796,4110820,Salem-Keizer SD 24J,Elementary,14154.4592553566,331.074803197718,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.44
McNary High School,411082000817,4110820,Salem-Keizer SD 24J,High,13063.2966551696,1948.26824827637,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.52
Miller Elementary School,411082001497,4110820,Salem-Keizer SD 24J,Elementary,12436.2380488654,417.350791634476,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.972045083134435
Morningside Elementary School,411082000799,4110820,Salem-Keizer SD 24J,Elementary,14069.7060667714,365.142751533928,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.54
Myers Elementary School,411082000800,4110820,Salem-Keizer SD 24J,Elementary,12719.5794769771,550.305578753523,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.42
North Salem High School,411082000818,4110820,Salem-Keizer SD 24J,High,13760.2664530782,1749.92365484915,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.964227887806483
Optimum Learning Environment Charter School,411082004193,4110820,Salem-Keizer SD 24J,Elementary,12585.3474840203,129.568862275441,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.25
Parrish Middle School,411082000813,4110820,Salem-Keizer SD 24J,Middle,13668.6590114398,702.580833952956,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.99594343458768
Pringle Elementary School,411082000802,4110820,Salem-Keizer SD 24J,Elementary,12902.9568250572,666.804649959268,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.45
Richmond Elementary School,411082000803,4110820,Salem-Keizer SD 24J,Elementary,17219.9096958024,312.789167777477,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.952165430700406
Roberts High School,411082001738,4110820,Salem-Keizer SD 24J,High,21646.2919913681,450.522034108173,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.959227318204939
Salem Heights Elementary School,411082000805,4110820,Salem-Keizer SD 24J,Elementary,15110.4562630142,313.235683764695,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.52
Schirle Elementary School,411082000806,4110820,Salem-Keizer SD 24J,Elementary,13331.9453260738,500.016152879395,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.38
Scott Elementary School,411082000787,4110820,Salem-Keizer SD 24J,Elementary,14543.7599268943,546.751428174262,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.979732968718745
South Salem High School,411082000820,4110820,Salem-Keizer SD 24J,High,13550.7212557452,1838.54099541668,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.45
Sprague High School,411082000819,4110820,Salem-Keizer SD 24J,High,13402.0438693698,1645.47601137803,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.35
Stephens Middle School,411082000668,4110820,Salem-Keizer SD 24J,Middle,12615.3622878367,1110.00686771279,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.953354525524192
Straub Middle School,411082001805,4110820,Salem-Keizer SD 24J,Middle,13018.8203907829,660.160753982721,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.31
Sumpter Elementary School,411082000807,4110820,Salem-Keizer SD 24J,Elementary,12500.8013125004,536.583869298403,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.27
Swegle Elementary School,411082000808,4110820,Salem-Keizer SD 24J,Elementary,13653.8329101987,532.707547867149,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.995996616114862
Valley Inquiry Charter School,411082001683,4110820,Salem-Keizer SD 24J,Elementary,11562.2586448014,166.195017372651,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.44
Waldo Middle School,411082000814,4110820,Salem-Keizer SD 24J,Middle,13101.2902243357,1034.66782896573,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.972487227478996
Walker Middle School,411082000815,4110820,Salem-Keizer SD 24J,Middle,12880.885363712,679.082375595163,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.48
Washington Elementary School,411082000809,4110820,Salem-Keizer SD 24J,Elementary,14284.8255896034,389.223072373718,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.96768311264459
Weddle Elementary School,411082001441,4110820,Salem-Keizer SD 24J,Elementary,13586.9823096703,431.655189620705,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.995770279513672
West Salem High School,411082004191,4110820,Salem-Keizer SD 24J,High,13915.2336610393,1655.55398102115,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.33
Whiteaker Middle School,411082000816,4110820,Salem-Keizer SD 24J,Middle,13583.9240473061,790.276434938205,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.44
Wright Elementary School,411082000783,4110820,Salem-Keizer SD 24J,Elementary,13031.7620956106,411.095290899645,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.59
Yoshikai Elementary School,411082000547,4110820,Salem-Keizer SD 24J,Elementary,13074.7555184535,555.021697345978,-0.15580016,10.831098,0.24607129,0.077915631,0.17472394,Urban,0.96974880210124
Santiam Elementary School,410810000722,4108100,Santiam Canyon SD 129J,Elementary,10617.9381172632,311.315336531886,-0.079891093,10.72231,0.1337294,0.071177356,0.16452064,Rural,0.52
Santiam Junior/Senior High School,410810000724,4108100,Santiam Canyon SD 129J,High,13459.3644877606,263.440122416774,-0.079891093,10.72231,0.1337294,0.071177356,0.16452064,Rural,0.49
Grant Watts Elementary School,411098000168,4110980,Scappoose SD 1J,Elementary,10427.8650648892,374.624848868879,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.32
Otto Petersen Elementary School,411098000169,4110980,Scappoose SD 1J,Elementary,9674.969410159,498.745127662992,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.29
Sauvie Island School,411098001011,4110980,Scappoose SD 1J,Middle,5017.61524111499,212.789623507275,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.16
Scappoose High School,411098000172,4110980,Scappoose SD 1J,High,12539.071500618,716.987090809099,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.24
Scappoose Middle School,411098000171,4110980,Scappoose SD 1J,Middle,11447.2871579236,312.003754152477,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.27
South Columbia Family School,411098001542,4110980,Scappoose SD 1J,Middle,4055.280205107,69.135593220326,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.0027554342
Warren Elementary School,411098000170,4110980,Scappoose SD 1J,Elementary,11220.4473085587,187.340162569741,0.58263987,11.116796,0.23713067,0.074870937,0.098443426,Town,0.29
Centennial Elementary School,411104000716,4111040,Scio SD 95,Elementary,10404.0458394827,317.520231213846,0.58146071,10.902994,0.17898676,0.052911714,0.077566572,Rural,0.47
Lourdes School,411104001494,4111040,Scio SD 95,Middle,5104.89148717491,47.801169590642,0.58146071,10.902994,0.17898676,0.052911714,0.077566572,Rural,0.0035657415
Oregon Virtual Education,411104001818,4111040,Scio SD 95,High,4891.43206583896,31.1808333333075,0.58146071,10.902994,0.17898676,0.052911714,0.077566572,Rural,0.0035657415
Scio High School,411104000718,4111040,Scio SD 95,High,15029.0652458371,230.821815945842,0.58146071,10.902994,0.17898676,0.052911714,0.077566572,Rural,0.39
Scio Middle School,411104000717,4111040,Scio SD 95,Middle,12030.1985914453,150.695012386419,0.58146071,10.902994,0.17898676,0.052911714,0.077566572,Rural,0.43
Broadway Middle School,411110000159,4111100,Seaside SD 10,Middle,11753.8345929601,390.807147749045,0.08182583,10.693916,0.25189731,0.047444675,0.14381188,Town,0.51
Gearhart Elementary School,411110000162,4111100,Seaside SD 10,Elementary,12486.0276994781,300.676300578009,0.08182583,10.693916,0.25189731,0.047444675,0.14381188,Town,0.949909716863185
Seaside Heights Elementary School,411110000161,4111100,Seaside SD 10,Elementary,13376.7901702074,440.630057803403,0.08182583,10.693916,0.25189731,0.047444675,0.14381188,Town,0.986783635201864
Seaside High School,411110000163,4111100,Seaside SD 10,High,15427.5386024513,460.396019933325,0.08182583,10.693916,0.25189731,0.047444675,0.14381188,Town,0.41
The Cannon Beach Academy,411110001857,4111100,Seaside SD 10,Elementary,3658.65489058798,32.213872832366,0.08182583,10.693916,0.25189731,0.047444675,0.14381188,Town,0.0050516939
Faulconer-Chapman School,411122001285,4111220,Sheridan SD 48J,Middle,13245.4039524281,471.442882962645,-0.17740002,10.792677,0.10458942,0.064798087,0.17982912,Town,0.991967785609886
Sheridan AllPrep Academy,411122001803,4111220,Sheridan SD 48J,High,3744.92172676923,141.241879004995,-0.17740002,10.792677,0.10458942,0.064798087,0.17982912,Town,0.16
Sheridan High School,411122001287,4111220,Sheridan SD 48J,High,14272.3276011574,238.969043277836,-0.17740002,10.792677,0.10458942,0.064798087,0.17982912,Town,0.984939066735096
Sheridan Japanese School,411122001450,4111220,Sheridan SD 48J,High,3744.92172676923,87.5048035160109,-0.17740002,10.792677,0.10458942,0.064798087,0.17982912,Town,0.36
Sherman County School,411125001068,4111250,Sherman County SD,High,16902.8871978772,265.59055369924,-0.088326529,10.62586,0.17656642,0.064968072,0.12169965,Rural,0.52
Archer Glen Elementary School,411129000679,4111290,Sherwood SD 88J,Elementary,11092.3054535208,582.152336955999,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.1
Edy Ridge Elementary School,411129001772,4111290,Sherwood SD 88J,Elementary,10784.3520432853,583.15976331358,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.14
J Clyde Hopkins Elementary School,411129001244,4111290,Sherwood SD 88J,Elementary,12705.7876677332,462.872490020416,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.3
Laurel Ridge Middle School,411129001788,4111290,Sherwood SD 88J,Middle,10675.945200459,517.010524791184,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.11
Middleton Elementary School,411129001501,4111290,Sherwood SD 88J,Elementary,11194.4238606896,589.284023668625,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.07
Sherwood Charter School,411129001684,4111290,Sherwood SD 88J,Middle,3600.80221090881,210.238636363564,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.07
Sherwood High School,411129001246,4111290,Sherwood SD 88J,High,11808.304087078,1663.6613620091,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.13
Sherwood Middle School,411129001245,4111290,Sherwood SD 88J,Middle,10899.1046146007,700.695131159966,1.5403756,11.438896,0.42693624,0.04424452,0.033090834,Suburb,0.18
Bethany Charter School,411145000829,4111450,Silver Falls SD 4J,Middle,11882.8316367998,136.590316380018,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.19
Butte Creek Elementary School,411145000127,4111450,Silver Falls SD 4J,Middle,13283.1294436819,298.596875577784,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.42
Central Howell Elementary School,411145000852,4111450,Silver Falls SD 4J,Middle,11230.7317729631,182.820268397381,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.11
Evergreen Elementary School,411145000766,4111450,Silver Falls SD 4J,Middle,11737.1642406882,85.683290764886,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.0034191146
Mark Twain Elementary,411145000762,4111450,Silver Falls SD 4J,Elementary,13271.7493146129,331.049778207665,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.43
Pratum Elementary School,411145000825,4111450,Silver Falls SD 4J,Middle,13153.9548208278,74.473988439306,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.15
Robert Frost Elementary School,411145000764,4111450,Silver Falls SD 4J,Elementary,11128.6539835897,423.516883966101,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.44
Scotts Mills Elementary School,411145000830,4111450,Silver Falls SD 4J,Middle,13456.9232519821,153.043472312475,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.3
Silver Crest Elementary School,411145000840,4111450,Silver Falls SD 4J,Middle,13565.1979403306,137.143852843308,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.24
Silverton High School,411145000857,4111450,Silver Falls SD 4J,High,12715.575987593,1303.17505256545,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.27
Silverton Middle School,411145000763,4111450,Silver Falls SD 4J,Middle,11984.7700507091,463.471439030982,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.38
The Community Roots School,411145001769,4111450,Silver Falls SD 4J,Middle,12681.7293322674,128.062174735465,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.24
Victor Point Elementary School,411145000822,4111450,Silver Falls SD 4J,Middle,12122.9858056685,221,0.52499831,11.038426,0.23284718,0.065122746,0.10606359,Town,0.18
Sisters Elementary School,411149000283,4111490,Sisters SD 6,Elementary,13944.5347666207,312.063212584761,1.0555578,11.065392,0.37578794,0.051449064,0.072634302,Rural,0.34
Sisters High School,411149000073,4111490,Sisters SD 6,High,14933.4782848445,441.983351939755,1.0555578,11.065392,0.37578794,0.051449064,0.072634302,Rural,0.18
Sisters Middle School,411149000943,4111490,Sisters SD 6,Middle,14063.7039620162,323.355671205509,1.0555578,11.065392,0.37578794,0.051449064,0.072634302,Rural,0.22
Siuslaw Elementary School,410510000644,4105100,Siuslaw SD 97J,Elementary,12985.1608081255,594.589460162787,0.10205607,10.583703,0.22092018,0.069094338,0.11613879,Town,0.66
Siuslaw High School,410510000645,4105100,Siuslaw SD 97J,High,16634.2520490284,384.768455821343,0.10205607,10.583703,0.22092018,0.069094338,0.11613879,Town,0.62
Siuslaw Middle School,410510000643,4105100,Siuslaw SD 97J,Middle,13839.9701378903,335.429628952464,0.10205607,10.583703,0.22092018,0.069094338,0.11613879,Town,0.64
Academy for Character Education,411158001727,4111580,South Lane SD 45J3,High,9377.07619493575,147.681445709,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.16
Al Kennedy High School,411158001390,4111580,South Lane SD 45J3,High,16012.704166252,78.412659999802,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.966719461735338
Bohemia Elementary School,411158000608,4111580,South Lane SD 45J3,Elementary,14705.2928641287,464.287408637736,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.69
Childs Way Charter School,411158001677,4111580,South Lane SD 45J3,High,9377.07619493574,54.290251959308,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.44
Cottage Grove High School,411158000615,4111580,South Lane SD 45J3,High,15140.0350803904,747.49221114045,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.55
Dorena School,411158000609,4111580,South Lane SD 45J3,Middle,17324.7701864465,76.9722652449171,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.940404189312831
Harrison Elementary School,411158000611,4111580,South Lane SD 45J3,Elementary,14223.924990372,441.759842398238,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.58
Lincoln Middle School,411158000614,4111580,South Lane SD 45J3,Middle,13572.4467062056,577.843435636439,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.57
London School,411158000613,4111580,South Lane SD 45J3,Middle,15300.7327698497,85.737142857135,-0.48481244,10.727787,0.1661132,0.087289371,0.21605335,Town,0.74
Canyonville School,411161000309,4111610,South Umpqua SD 19,Middle,12648.5138593235,208.521713613359,-0.62630469,10.572805,0.086106136,0.093533322,0.19791289,Town,0.69
Coffenberry Middle School,411161000311,4111610,South Umpqua SD 19,Middle,12012.0234168562,296.209509270875,-0.62630469,10.572805,0.086106136,0.093533322,0.19791289,Town,0.53
Myrtle Creek Elementary School,411161000310,4111610,South Umpqua SD 19,Elementary,12263.0078130608,319.582095931762,-0.62630469,10.572805,0.086106136,0.093533322,0.19791289,Town,0.66
South Umpqua High School,411161000313,4111610,South Umpqua SD 19,High,14258.5888647828,371.990514922417,-0.62630469,10.572805,0.086106136,0.093533322,0.19791289,Town,0.29
Tri City Elementary School,411161000312,4111610,South Umpqua SD 19,Elementary,11622.6436688314,294.738133434976,-0.62630469,10.572805,0.086106136,0.093533322,0.19791289,Town,0.66
Maupin Elementary School,410002101166,4100021,South Wasco County SD 1,Elementary,15457.3033130129,131.508329754252,0.029633429,10.632091,0.14328623,0.053719249,0.14015955,Rural,0.940811484288424
South Wasco County High School,410002101167,4100021,South Wasco County SD 1,High,23953.8155127759,107.506007442836,0.029633429,10.632091,0.14328623,0.053719249,0.14015955,Rural,0.951116372570395
Academy of Arts and Academics,411167001641,4111670,Springfield SD 19,High,6074.92614315487,249.218168842477,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.43
Agnes Stewart Middle School,411167000977,4111670,Springfield SD 19,Middle,14772.4717179229,585.092946769151,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.7
Briggs Middle School,411167000590,4111670,Springfield SD 19,Middle,14781.301113303,509.970547469361,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.65
Centennial Elementary School,411167000578,4111670,Springfield SD 19,Elementary,15219.858349509,388.98830409353,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.73
Douglas Gardens Elementary School,411167000579,4111670,Springfield SD 19,Elementary,15360.381536437,363.908691268354,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.954452043934725
Elizabeth Page Elementary School,411167000580,4111670,Springfield SD 19,Elementary,15334.8388727555,373.999313074451,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.98997421103064
Gateways High School,411167000978,4111670,Springfield SD 19,High,22536.5784633837,86.8227418607107,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.8
Guy Lee Elementary School,411167000582,4111670,Springfield SD 19,Elementary,16761.4425580986,427.538011695839,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.948881812603213
Hamlin Middle School,411167000591,4111670,Springfield SD 19,Middle,14958.2342826185,671.201066808878,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.94635730412323
Maple Elementary School,411167000583,4111670,Springfield SD 19,Elementary,17497.3387163976,342.51786870007,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.977853485420346
Mt Vernon Elementary School,411167000586,4111670,Springfield SD 19,Elementary,14352.5690762817,511.918128654929,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.66
Ridgeview Elementary School,411167001330,4111670,Springfield SD 19,Elementary,14150.4207194119,437.949430416092,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.52
Riverbend Elementary School,411167000973,4111670,Springfield SD 19,Elementary,15289.7357364593,513.699081035758,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.969516634782776
Springfield High School,411167000594,4111670,Springfield SD 19,High,15214.8154480753,1303.31097375405,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.66
Thurston Elementary School,411167000587,4111670,Springfield SD 19,Elementary,14970.7930882242,463.099415204652,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.42
Thurston High School,411167000595,4111670,Springfield SD 19,High,15666.6901558023,1238.62200783241,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.42
Thurston Middle School,411167000593,4111670,Springfield SD 19,Middle,13910.1420481609,559.219298245571,-0.55815351,10.692193,0.18423645,0.085328862,0.22523385,Suburb,0.42
